,PLAYER_NAME,WFG,WFG x PTS,DEF_RATING,ScaledWFGxPTS,ScaledDefRating,TotalRating
32,Gordon Hayward,0.5517241379310345,1.3241379310344827,93.1,0.4895661691302936,0.20184899845916782,0.39366044557325164
76,Harrison Barnes,0.4888888888888889,0.8311111111111109,116.7,0.3072820989807386,0.5654853620955316,0.39334985335233624
79,Christian Wood,0.42857142857142855,0.8142857142857142,117.3,0.3010613383825801,0.5747303543913711,0.39228434371884374
81,Jonas Valanciunas,0.6538461538461539,0.7846153846153846,118.7,0.2900914920447533,0.5963020030816639,0.3921616623903902
73,LaMarcus Aldridge,0.606060606060606,0.8484848484848483,114.9,0.31370559448689894,0.5377503852080123,0.38838719139393674
66,Dejounte Murray,0.5454545454545454,0.8727272727272727,113.6,0.32266861147223896,0.517719568567026,0.3876855971705013
44,Malcolm Brogdon,0.4400000000000001,1.056,104.3,0.39042901988140916,0.37442218798150995,0.3850934092481094
63,Jrue Holiday,0.4406779661016949,0.8813559322033897,112.2,0.32585883785685144,0.49614791987673335,0.38262186519681207
72,Monte Morris,0.7083333333333333,0.8499999999999999,113.2,0.3142657830484827,0.5115562403697995,0.38002926882225496
36,Julius Randle,0.4252873563218391,1.1908045977011494,95.9,0.4402695757109238,0.24499229583975346,0.3751771490872003
30,Robin Lopez,0.7058823529411765,1.4117647058823528,84.7,0.5219639303227395,0.07241910631741133,0.3721156556542968
85,Josh Richardson,0.6818181818181818,0.75,116.4,0.2772933379839554,0.5608628659476116,0.3718165139718408
77,Jaylen Brown,0.4354838709677418,0.8274193548387094,112.5,0.30591716642100875,0.5007704160246531,0.37086824962222353
46,Dennis Schroder,0.490566037735849,1.030188679245283,102.1,0.3808859434949425,0.34052388289676405,0.36743192329554963
64,Otto Porter Jr.,0.5499999999999999,0.8799999999999999,109.3,0.3253575165678409,0.45146379044684104,0.36739294119417426
238,Tomas Satoransky,0.5555555555555556,0.16666666666666666,143.4,0.0616207417742123,0.9768875192604007,0.36670966760294177
143,Patrick Beverley,0.6000000000000001,0.4800000000000001,128.1,0.17746773630973148,0.7411402157164866,0.36535856277864986
53,Deandre Ayton,0.7200000000000001,0.9360000000000002,106.1,0.34606208580397635,0.4021571648690292,0.3647604454923273
70,Mikal Bridges,0.48,0.8640000000000001,109.2,0.3194419253575166,0.4499229583975346,0.3629356030375226
90,Mason Plumlee,0.5517241379310345,0.7172413793103448,115.9,0.2651816749455757,0.5531587057010785,0.36117401853074327
121,Dorian Finney-Smith,0.5769230769230769,0.5769230769230769,122.6,0.21330256767996564,0.6563944530046222,0.36099986278818447
96,Marcus Morris Sr.,0.75,0.675,117.0,0.24956400418555985,0.5701078582434513,0.35641195553819033
65,Coby White,0.46,0.8740000000000001,107.3,0.32313916986396934,0.4206471494607087,0.3556418297295491
80,Reggie Jackson,0.6666666666666667,0.8,110.8,0.29577956051621906,0.4745762711864405,0.35537846407295953
48,Darius Garland,0.5192307692307693,0.9865384615384616,101.6,0.3647473907327413,0.33281972265023096,0.35410483470523785
71,Victor Oladipo,0.3896103896103896,0.8571428571428571,107.5,0.3169066719816633,0.423728813559322,0.3525140525075495
89,Wendell Carter Jr.,0.6666666666666667,0.7333333333333335,113.4,0.2711312638065342,0.5146379044684128,0.35230014402716037
117,Saddiq Bey,0.4186046511627908,0.586046511627907,120.1,0.216675724564207,0.6178736517719567,0.35040836696679023
168,De'Andre Hunter,0.3269230769230769,0.3923076923076923,129.0,0.14504574602237666,0.7550077041602463,0.34836639873499986
107,Buddy Hield,0.42857142857142855,0.6428571428571428,116.8,0.23768000398624742,0.567026194144838,0.3474620673724443
82,Tony Snell,0.6956521739130437,0.7652173913043481,110.8,0.2829195796242096,0.4745762711864405,0.34680514347828656
188,Tim Hardaway Jr.,0.3235294117647059,0.3235294117647059,131.1,0.11961673403229447,0.7873651771956853,0.34219954842009137
110,Paul George,0.3888888888888888,0.6222222222222222,116.7,0.2300507692903926,0.5654853620955316,0.3418623002254389
67,Luguentz Dort,0.5111111111111111,0.8688888888888888,104.7,0.32124946711622676,0.38058551617873637,0.3410281501370633
75,Domantas Sabonis,0.5227272727272727,0.8363636363636364,106.1,0.309224085994229,0.4021571648690292,0.3402017789524957
105,Cedi Osman,0.4313725490196079,0.6470588235294118,115.1,0.23923346806458895,0.5408320493066254,0.3397663284786011
153,Draymond Green,0.5,0.45,124.4,0.16637600279037323,0.6841294298921416,0.33896047849096267
56,Rudy Gobert,0.7083333333333334,0.9208333333333334,101.8,0.340454598302523,0.3359013867488443,0.3389368611179634
91,Dillon Brooks,0.3731343283582089,0.7089552238805971,111.9,0.26211808068135084,0.4915254237288136,0.33858719503050505
83,Terrence Ross,0.4444444444444445,0.7555555555555556,109.6,0.27934736270976246,0.456086286594761,0.3382603373380953
106,Pascal Siakam,0.40384615384615385,0.6461538461538462,114.8,0.23889887580156155,0.5362095531587054,0.3380024349206095
78,John Wall,0.375,0.8250000000000001,105.7,0.30502267178235093,0.39599383667180277,0.3353463934121682
88,Myles Turner,0.46,0.736,109.6,0.27211719567492154,0.456086286594761,0.33344022598153467
134,Anthony Edwards,0.4042553191489361,0.5255319148936171,119.6,0.19430199853060137,0.6101694915254234,0.33292449619554204
125,Derrick White,0.4722222222222222,0.5666666666666667,117.6,0.20951052203232182,0.5793528505392911,0.3327912982013116
47,Jimmy Butler,0.4285714285714286,1.0285714285714287,95.0,0.380288006377996,0.23112480739599373,0.3305669400506619
62,Bogdan Bogdanovic,0.48979591836734704,0.8816326530612246,102.0,0.32596114832399653,0.3389830508474576,0.3303017824984835
84,Alex Caruso,0.5806451612903226,0.7548387096774194,107.3,0.27908232726127125,0.4206471494607087,0.3262706013277504
43,Ben Simmons,0.7142857142857143,1.0714285714285714,91.7,0.39613333997707906,0.18027734976887522,0.3241813432410111
98,Tyrese Haliburton,0.5161290322580646,0.670967741935484,110.9,0.2480731797877967,0.4761171032357472,0.3240878209371135
122,Davis Bertans,0.41025641025641024,0.5743589743589743,115.5,0.2123545562680547,0.5469953775038521,0.32390149667998713
55,Anthony Davis,0.4225352112676056,0.9295774647887324,98.4,0.34368751750124044,0.2835130970724191,0.3236293773583
135,Edmond Sumner,0.6470588235294118,0.5176470588235295,117.5,0.19138677445167118,0.5778120184899844,0.3201951891311089
130,Robert Williams III,0.6875,0.55,115.9,0.2033484478549006,0.5531587057010785,0.3199518671369599
40,Caris LeVert,0.4111111111111112,1.11,89.0,0.410394140216254,0.13867488443759624,0.3198210549567014
61,Cody Zeller,0.8095238095238095,0.8904761904761905,98.9,0.32923082033650575,0.2912172573189522,0.3165596326639879
69,Aaron Holiday,0.6666666666666666,0.8666666666666667,100.0,0.320427857225904,0.30816640986132504,0.31634070810437764
74,Evan Fournier,0.4464285714285714,0.8482142857142856,100.8,0.3136055608151876,0.3204930662557779,0.315901395962051
136,Fred VanVleet,0.3387096774193548,0.5080645161290321,116.8,0.18784387411816328,0.567026194144838,0.3142379807937215
49,RJ Barrett,0.4655172413793102,0.9775862068965516,93.9,0.36143752330322454,0.2141756548536209,0.3123502338200233
205,DeAndre' Bembry,0.5384615384615384,0.2692307692307692,127.7,0.09954119825065064,0.7349768875192604,0.31135309467352057
58,Terence Davis,0.5,0.9,97.1,0.33275200558074647,0.26348228043143274,0.3096620971976419
57,Michael Porter Jr.,0.5675675675675675,0.9081081081081082,96.6,0.3357497713967892,0.25577812018489965,0.30909255432615934
108,Richaun Holmes,0.5333333333333333,0.64,109.2,0.23662364841297526,0.4499229583975346,0.30772341840782835
149,Josh Jackson,0.3888888888888889,0.4666666666666667,117.3,0.17253807696779444,0.5747303543913711,0.30660216944232
123,Thaddeus Young,0.5185185185185185,0.5703703703703704,112.2,0.21087987184952656,0.49614791987673335,0.3059692211919288
127,Al Horford,0.3538461538461537,0.5661538461538461,112.1,0.20932091974993963,0.4946070878274267,0.30441630910910195
124,Kristaps Porzingis,0.5161290322580645,0.567741935483871,112.0,0.2099080752050587,0.49306625577812,0.3042941353960791
145,P.J. Tucker,0.4782608695652174,0.4782608695652174,116.2,0.17682473726513095,0.5577812018489985,0.30381022545975345
156,Kent Bazemore,0.4,0.44,117.9,0.16267875828392048,0.5839753466872111,0.3031109544183507
162,Andrew Wiggins,0.3902439024390244,0.4292682926829269,118.1,0.15871098369162975,0.5870570107858242,0.3014929927230279
140,Isaac Okoro,0.5454545454545454,0.4909090909090909,114.9,0.1815010939531344,0.5377503852080123,0.30025085770476034
112,Nickeil Alexander-Walker,0.3164556962025316,0.6012658227848099,109.6,0.2223026760208924,0.456086286594761,0.3002305462121819
184,Kevin Huerter,0.4761904761904763,0.33333333333333337,122.4,0.12324148354842462,0.6533127889060093,0.2999319186676195
209,Stanley Johnson,0.3636363636363637,0.2545454545454546,126.0,0.0941116783460697,0.7087827426810476,0.29900203312439566
171,Maxi Kleber,0.4761904761904763,0.38095238095238093,119.8,0.14084740976962812,0.6132511556240368,0.298315325054431
128,Marcus Smart,0.3953488372093023,0.5534883720930232,111.0,0.20463818431063988,0.47765793528505385,0.2956447679687778
157,Jarrett Allen,0.625,0.4375,115.8,0.1617544471573073,0.5516178736517718,0.2917089226554621
176,Nicolas Batum,0.5,0.35,119.6,0.12940355772584583,0.6101694915254234,0.2896588689923717
137,Jakob Poeltl,0.631578947368421,0.5052631578947369,112.0,0.18680814348392782,0.49306625577812,0.2888941809153252
52,Talen Horton-Tucker,0.7200000000000002,0.9360000000000004,91.1,0.34606208580397646,0.17103235747303525,0.2877188430269961
217,Damion Lee,0.33333333333333337,0.2333333333333333,124.1,0.08626903848389722,0.6795069337442217,0.284015003570672
170,Bruce Brown,0.6363636363636365,0.3818181818181819,116.5,0.14116751751910459,0.5624036979969183,0.28157957767837577
103,Landry Shamet,0.7333333333333334,0.66,103.0,0.24401813742588074,0.3543913713405238,0.2808092153974284
60,Devonte' Graham,0.4705882352941177,0.8941176470588236,91.5,0.3305771558710684,0.1771956856702619,0.2794499991374662
111,Lonzo Ball,0.4117647058823529,0.6176470588235293,104.5,0.2283592195161985,0.37750385208012327,0.27807409703750674
141,Terance Mann,0.5416666666666666,0.4875,110.7,0.18024066968957098,0.4730354391371341,0.277838926172092
113,Rui Hachimura,0.5,0.6,104.8,0.22183467038716428,0.38212634822804303,0.27526522966745715
102,Pat Connaughton,0.5151515151515151,0.6696969696969697,101.4,0.2476033442200167,0.32973805855161786,0.2749815823305504
118,Gary Trent Jr.,0.41860465116279066,0.5860465116279069,105.4,0.21667572456420695,0.3913713405238828,0.2749075965507655
196,Desmond Bane,0.38461538461538464,0.3076923076923077,118.7,0.11376136942931503,0.5963020030816639,0.2746082473134313
129,Tyler Herro,0.3442622950819672,0.5508196721311476,105.6,0.20365150068329838,0.3944530046224959,0.2672520019963642
158,Keldon Johnson,0.3939393939393939,0.43333333333333335,111.1,0.160213928612952,0.4791987673343603,0.2665422081867548
119,Jordan Clarkson,0.41860465116279066,0.5860465116279069,103.6,0.21667572456420695,0.36363636363636354,0.26566260425492577
99,Nikola Vucevic,0.44680851063829785,0.6702127659574468,99.5,0.2477940467090665,0.30046224961479195,0.2653501143443083
132,Andre Drummond,0.4545454545454545,0.5454545454545454,105.4,0.20166788217014933,0.3913713405238828,0.26490236828806046
146,Jeff Green,0.52,0.46799999999999997,109.1,0.17303104290198815,0.44838212634822794,0.2648147373840681
207,Delon Wright,0.43478260869565216,0.2608695652173913,118.9,0.09644985669007143,0.5993836671802772,0.2640944601868067
133,Daniel Theis,0.5384615384615384,0.5384615384615384,105.4,0.19908239650130127,0.3913713405238828,0.2631787111754951
198,Markieff Morris,0.375,0.3,116.7,0.11091733519358214,0.5654853620955316,0.2624400108275653
93,T.J. McConnell,0.6363636363636365,0.7000000000000002,97.4,0.2588071154516917,0.26810477657935294,0.2619063358275788
235,Alex Len,0.35294117647058826,0.17647058823529413,122.5,0.06524549129034245,0.6548536209553157,0.2617815345120002
163,Steven Adams,0.5294117647058824,0.4235294117647059,110.4,0.15658917909682185,0.4684129429892141,0.26053043372761925
250,Serge Ibaka,0.21428571428571427,0.042857142857142864,127.7,0.015845333599083165,0.7349768875192604,0.25555585157247557
101,Robert Covington,0.5151515151515151,0.6696969696969697,97.4,0.2476033442200167,0.26810477657935294,0.25443715500646213
201,Kemba Walker,0.2692307692307692,0.29615384615384616,115.2,0.1094953180757157,0.5423728813559321,0.2537878391691212
227,Patrick Williams,0.4999999999999999,0.2,119.8,0.07394489012905477,0.6132511556240368,0.2537136452940487
150,Patty Mills,0.4166666666666667,0.4583333333333334,106.7,0.16945703987908387,0.41140215716486894,0.25010541230767885
167,Kyle Anderson,0.4400000000000001,0.3960000000000001,109.6,0.14641088245552847,0.456086286594761,0.24963601716860598
154,Willie Cauley-Stein,0.7499999999999999,0.4499999999999999,106.8,0.16637600279037318,0.4129429892141756,0.24856499826497397
86,Austin Rivers,0.5714285714285714,0.7428571428571429,92.6,0.27465244905077485,0.19414483821263473,0.2478165787713948
247,Cory Joseph,0.2352941176470588,0.07058823529411765,124.7,0.026098196516136974,0.6887519260400616,0.24698277302411184
221,Brook Lopez,0.368421052631579,0.2210526315789474,117.4,0.08172856277421843,0.576271186440678,0.24657610399637162
151,Norman Powell,0.411764705882353,0.4529411764705883,105.9,0.16746342764521227,0.3990755007704161,0.2446674520202802
165,Derrick Favors,1.0,0.4,108.3,0.14788978025810953,0.43605546995377487,0.24394501015666464
195,Grayson Allen,0.3437500000000001,0.3093750000000001,112.6,0.11438350191838163,0.5023112480739598,0.24369275063690765
161,Brandon Clarke,0.48,0.43200000000000005,106.4,0.1597209626787583,0.4067796610169492,0.2420738621248219
189,Malik Beasley,0.29310344827586204,0.32241379310344825,111.4,0.11920426253563138,0.4838212634822805,0.24074326285118106
179,Jae'Sean Tate,0.4285714285714286,0.3428571428571429,110.4,0.12676266879266532,0.4684129429892141,0.24064609352484823
94,Lou Williams,0.5000000000000001,0.7000000000000001,93.2,0.2588071154516917,0.20338983050847448,0.24033468713728595
177,Jae Crowder,0.34883720930232553,0.34883720930232553,110.0,0.1289736455739327,0.4622496147919877,0.24006563531328434
186,Gary Harris,0.4137931034482759,0.3310344827586207,110.0,0.1223915422825734,0.4622496147919877,0.23567756645237814
172,Royce O'Neale,0.5294117647058825,0.3705882352941177,108.0,0.13701553170971914,0.4314329738058551,0.23515467907509777
200,Kevon Looney,1.0,0.3,111.3,0.11091733519358214,0.4822804314329736,0.23470503394004594
175,Jarred Vanderbilt,0.875,0.35000000000000003,108.8,0.12940355772584586,0.44375963020030795,0.2341889152173332
219,OG Anunoby,0.3888888888888888,0.2333333333333333,113.7,0.08626903848389722,0.5192604006163328,0.2305994925280424
159,Lonnie Walker IV,0.5416666666666666,0.43333333333333335,104.1,0.160213928612952,0.3713405238828966,0.2305894603696002
169,Nerlens Noel,0.6428571428571428,0.3857142857142857,106.0,0.14260800239174845,0.40061633281972253,0.22861077920107314
193,Ricky Rubio,0.4444444444444445,0.3111111111111111,109.5,0.1150253846451963,0.45454545454545436,0.2281987412786156
114,Eric Bledsoe,0.5,0.6,95.6,0.22183467038716428,0.24036979969183347,0.22801304682205398
68,Wesley Matthews,0.7894736842105263,0.8684210526315791,82.6,0.321076496613001,0.0400616332819721,0.227404875502658
223,Kendrick Nunn,0.30769230769230776,0.21538461538461545,113.9,0.07963295860052054,0.5223420647149462,0.2272026606386624
181,Garrett Temple,0.4230769230769231,0.3384615384615385,107.8,0.12513750637224652,0.4283513097072418,0.22620877415057827
190,Lauri Markkanen,0.35294117647058826,0.31764705882352945,108.3,0.1174418843226164,0.43605546995377487,0.22364641286633588
92,Michael Carter-Williams,0.6363636363636365,0.7000000000000002,89.5,0.2588071154516917,0.14637904468412932,0.22133109186250424
178,Cameron Johnson,0.4285714285714287,0.34285714285714297,105.6,0.12676266879266535,0.3944530046224959,0.21599278073594216
173,Bojan Bogdanovic,0.30000000000000004,0.36000000000000004,104.4,0.1331008022322986,0.3759630200308166,0.21405487483180458
245,PJ Dozier,0.25,0.1,116.7,0.03697244506452738,0.5654853620955316,0.21314341740819542
104,Theo Maledon,0.5925925925925927,0.651851851851852,90.2,0.2410055678280304,0.15716486902927573,0.2130586682284455
212,Derrick Rose,0.2452830188679245,0.2452830188679245,109.4,0.09068712940355772,0.4530046224961479,0.2114596271010878
97,De'Anthony Melton,0.5172413793103449,0.6724137931034484,88.9,0.24860782026147726,0.1371340523882898,0.2114498976370814
142,Kelly Olynyk,0.4827586206896552,0.4827586206896552,97.9,0.1784876658287529,0.27580893682588603,0.21092808949446393
152,Rudy Gay,0.3478260869565217,0.4521739130434783,99.3,0.16717975159612383,0.29738058551617863,0.2105800295694754
244,Josh Okogie,0.26666666666666666,0.10666666666666667,115.7,0.039437274735495874,0.5500770416024652,0.20965053035781894
126,Montrezl Harrell,0.4722222222222222,0.5666666666666665,93.5,0.2095105220323218,0.20801232665639446,0.20901112357367932
187,Blake Griffin,0.325,0.325,104.8,0.120160446459714,0.38212634822804303,0.20748241371582365
139,Ivica Zubac,1.0,0.5,96.4,0.1848622253226369,0.25269645608628655,0.2074736355771868
166,Jusuf Nurkic,0.3636363636363636,0.4,101.0,0.14788978025810953,0.3235747303543912,0.2064514302902034
109,Xavier Tillman,0.7058823529411764,0.6352941176470588,89.7,0.23488376864523278,0.14946070878274265,0.20640941535773605
241,Jaden McDaniels,0.26666666666666666,0.13333333333333333,113.6,0.049296593419369844,0.517719568567026,0.20543758513525517
174,Joe Harris,0.3928571428571429,0.35357142857142865,103.0,0.13072400219243613,0.3543913713405238,0.20527979190846535
116,Larry Nance Jr.,0.5909090909090908,0.5909090909090908,91.2,0.21847353901766178,0.17257318952234213,0.20317342251922188
214,Goran Dragic,0.3,0.24,108.0,0.08873386815486571,0.4314329738058551,0.20296690337186216
236,Darius Bazley,0.25,0.175,110.1,0.06470177886292292,0.4637904468412941,0.19773133485571331
213,Raul Neto,0.35,0.245,106.7,0.09058249040809209,0.41140215716486894,0.1975223793270177
115,Enes Kanter,0.5909090909090909,0.5909090909090909,89.7,0.2184735390176618,0.14946070878274265,0.19546926227268874
206,Josh Hart,0.4375,0.2625,105.2,0.09705266829438439,0.3882896764252697,0.19413167100467946
182,Derrick Jones Jr.,0.4782608695652174,0.3347826086956522,101.6,0.12377731608559167,0.33281972265023096,0.19345811827380477
225,Timothe Luwawu-Cabarrot,0.42105263157894746,0.21052631578947373,107.1,0.07783672645163661,0.41756548536209537,0.19107964608845618
199,Danny Green,0.3333333333333333,0.3,102.6,0.11091733519358214,0.34822804314329714,0.1900209045101538
192,Aaron Gordon,0.5238095238095238,0.3142857142857143,101.7,0.1161991130599432,0.3343605546995376,0.18891959360647465
252,Khem Birch,0.25,0.025,115.1,0.009243111266131846,0.5408320493066254,0.18643942394629637
160,Reggie Bullock,0.4800000000000001,0.4320000000000001,95.5,0.15972096267875832,0.2388289676425268,0.18609029766668114
194,Justin Holiday,0.3870967741935484,0.3096774193548387,101.3,0.11449531374821383,0.3281972265023112,0.18572928466624627
183,Kentavious Caldwell-Pope,0.4166666666666667,0.33333333333333337,100.0,0.12324148354842462,0.30816640986132504,0.18488312565272474
147,LaMelo Ball,0.4666666666666667,0.4666666666666667,93.6,0.17253807696779444,0.2095531587057009,0.1848764375470966
131,Mitchell Robinson,0.6842105263157895,0.5473684210526316,89.6,0.20237548877425515,0.14791987673343598,0.18422361809398208
243,Danilo Gallinari,0.2380952380952381,0.11904761904761907,110.1,0.0440148155530088,0.4637904468412941,0.18394002598243725
239,Anfernee Simons,0.3181818181818182,0.1590909090909091,108.1,0.05881979896629356,0.43297380585516154,0.18353780126258287
249,Deni Avdija,0.33333333333333337,0.06666666666666668,112.3,0.024648296709684926,0.49768875192604,0.18232844844846993
155,Kyle Kuzma,0.33962264150943394,0.44150943396226416,94.2,0.16323683292640392,0.21879815100154087,0.1817572722847829
185,Tristan Thompson,0.8333333333333334,0.33333333333333337,99.1,0.12324148354842462,0.2942989214175653,0.18026062950480484
120,Immanuel Quickley,0.4146341463414634,0.5804878048780487,87.2,0.21462053476481746,0.11093990755007699,0.1800603256932373
246,Grant Williams,0.24999999999999994,0.07499999999999997,111.4,0.027729333798395525,0.4838212634822805,0.17975997702635715
208,Donte DiVincenzo,0.4285714285714286,0.2571428571428572,102.6,0.095072001594499,0.34822804314329714,0.1794573487774317
215,Joe Ingles,0.4705882352941178,0.2352941176470589,103.6,0.08699398838712329,0.36363636363636354,0.17920811347020338
240,Juan Toscano-Anderson,0.3636363636363637,0.14545454545454548,107.5,0.053778101912039834,0.423728813559322,0.17709500579446721
95,James Johnson,0.5806451612903225,0.6967741935483871,80.0,0.2576144559334811,0.0,0.17174297062232072
164,Daniel Gafford,0.4137931034482758,0.4137931034482758,93.5,0.15298942785321673,0.20801232665639446,0.17133039412094264
228,Luke Kennard,0.4666666666666667,0.1866666666666667,104.2,0.0690152307871178,0.3728813559322033,0.17030393916881295
180,James Ennis III,0.4285714285714286,0.3428571428571429,96.4,0.12676266879266532,0.25269645608628655,0.16874059789053905
251,Wayne Ellington,0.2,0.04,110.8,0.014788978025810954,0.4745762711864405,0.16805140907935412
256,Semi Ojeleye,0.0,0.0,111.9,0.0,0.4915254237288136,0.1638418079096045
191,Duncan Robinson,0.35294117647058826,0.31764705882352945,96.2,0.1174418843226164,0.24961479198767322,0.16149952021096867
202,Carmelo Anthony,0.2926829268292683,0.2926829268292683,96.8,0.10821203433520209,0.258859784283513,0.15842795098463902
242,Matisse Thybulle,0.42857142857142855,0.12857142857142856,104.3,0.047536000797249484,0.37442218798150995,0.15649806319200296
197,Miles Bridges,0.38461538461538464,0.3076923076923077,95.7,0.11376136942931503,0.24191063174114014,0.1564777901999234
138,DeAndre Jordan,1.0,0.5,86.2,0.1848622253226369,0.09553158705701081,0.15508534590076153
233,Facundo Campazzo,0.368421052631579,0.1842105263157895,101.0,0.06810713564518203,0.3235747303543912,0.15326300054825176
148,Juancho Hernangomez,0.6666666666666667,0.4666666666666667,86.7,0.17253807696779444,0.1032357473035439,0.14943730041304426
231,P.J. Washington,0.31034482758620696,0.18620689655172415,100.0,0.06884524253394754,0.30816640986132504,0.1486189649764067
232,Frank Ntilikina,0.4615384615384616,0.18461538461538465,100.0,0.06825682165758902,0.30816640986132504,0.14822668439216768
