PLAYER_NAME,WFG,WFG x PTS
Frank Ntilikina,0.46153846153846156,0.18461538461538463
Facundo Campazzo,0.368421052631579,0.1842105263157895
Solomon Hill,0.4545454545454546,0.18181818181818185
Alex Len,0.35294117647058826,0.17647058823529413
Darius Bazley,0.25,0.175
Payton Pritchard,0.5555555555555556,0.16666666666666666
Tomas Satoransky,0.5555555555555556,0.16666666666666666
Anfernee Simons,0.3181818181818182,0.1590909090909091
Juan Toscano-Anderson,0.3636363636363637,0.14545454545454548
Jaden McDaniels,0.26666666666666666,0.13333333333333333
Matisse Thybulle,0.42857142857142855,0.12857142857142856
Danilo Gallinari,0.23809523809523814,0.11904761904761907
Josh Okogie,0.26666666666666666,0.10666666666666667
PJ Dozier,0.25,0.1
Grant Williams,0.24999999999999994,0.07499999999999998
Cory Joseph,0.23529411764705882,0.07058823529411765
Denzel Valentine,0.33333333333333337,0.06666666666666668
Deni Avdija,0.33333333333333337,0.06666666666666668
Serge Ibaka,0.21428571428571427,0.04285714285714286
Wayne Ellington,0.19999999999999998,0.04
Khem Birch,0.25,0.025
Andre Iguodala,0.09999999999999999,0.02
Dwayne Bacon,0.07692307692307691,0.015384615384615384
Torrey Craig,0.0,0.0
Semi Ojeleye,0.0,0.0
Aron Baynes,0.0,0.0
